Instrument:,H2S-240708934,,,,
"3/3/2026, 1:42:14 PM",3.608,56.1,96.3,0,2026-03-03T18:42:14.000Z
"3/3/2026, 1:45:14 PM",3.609,56.3,96.4,0,2026-03-03T18:45:14.000Z
"3/3/2026, 1:48:14 PM",3.609,56.3,96.4,0,2026-03-03T18:48:14.000Z
"3/3/2026, 1:51:14 PM",3.609,56.3,96.4,0,2026-03-03T18:51:14.000Z
"3/3/2026, 1:54:14 PM",3.609,56.3,96.4,0,2026-03-03T18:54:14.000Z
"3/3/2026, 1:57:14 PM",3.609,56.3,96.4,0,2026-03-03T18:57:14.000Z
"3/3/2026, 2:00:14 PM",3.609,56.5,96.4,0,2026-03-03T19:00:14.000Z
"3/3/2026, 2:03:14 PM",3.609,56.5,96.5,0,2026-03-03T19:03:14.000Z
"3/3/2026, 2:06:14 PM",3.609,56.7,96.5,0,2026-03-03T19:06:14.000Z
"3/3/2026, 2:09:14 PM",3.609,56.7,96.5,0,2026-03-03T19:09:14.000Z
"3/3/2026, 2:12:14 PM",3.609,56.7,96.5,0,2026-03-03T19:12:14.000Z
"3/3/2026, 2:15:14 PM",3.609,56.7,96.5,0,2026-03-03T19:15:14.000Z
"3/3/2026, 2:18:14 PM",3.609,56.7,96.5,0,2026-03-03T19:18:14.000Z
"3/3/2026, 2:21:14 PM",3.609,56.7,96.5,0,2026-03-03T19:21:14.000Z
"3/3/2026, 2:24:14 PM",3.609,56.8,96.5,0,2026-03-03T19:24:14.000Z
"3/3/2026, 2:27:14 PM",3.609,56.8,96.5,0,2026-03-03T19:27:14.000Z
"3/3/2026, 2:30:14 PM",3.609,56.8,96.5,0,2026-03-03T19:30:14.000Z
"3/3/2026, 2:33:14 PM",3.609,57,96.6,0,2026-03-03T19:33:14.000Z
"3/3/2026, 2:36:14 PM",3.609,57,96.6,0,2026-03-03T19:36:14.000Z
"3/3/2026, 2:39:14 PM",3.609,57,96.6,0,2026-03-03T19:39:14.000Z
"3/3/2026, 2:42:14 PM",3.609,57,96.6,0,2026-03-03T19:42:14.000Z
"3/3/2026, 2:45:14 PM",3.609,57,96.6,0,2026-03-03T19:45:14.000Z
"3/3/2026, 2:48:14 PM",3.61,57.2,96.6,0,2026-03-03T19:48:14.000Z
"3/3/2026, 2:51:14 PM",3.609,57.2,96.6,0,2026-03-03T19:51:14.000Z
"3/3/2026, 2:54:14 PM",3.61,57.4,96.6,0,2026-03-03T19:54:14.000Z
"3/3/2026, 2:57:14 PM",3.61,57.4,96.7,0,2026-03-03T19:57:14.000Z
"3/3/2026, 3:00:14 PM",3.61,57.6,96.7,0,2026-03-03T20:00:14.000Z
"3/3/2026, 3:03:14 PM",3.61,57.7,96.7,0,2026-03-03T20:03:14.000Z
"3/3/2026, 3:06:14 PM",3.609,57.9,96.7,0,2026-03-03T20:06:14.000Z
"3/3/2026, 3:09:14 PM",3.609,57.9,96.7,0,2026-03-03T20:09:14.000Z
"3/3/2026, 3:12:14 PM",3.61,58.1,96.7,0,2026-03-03T20:12:14.000Z
"3/3/2026, 3:15:14 PM",3.609,58.1,96.7,0,2026-03-03T20:15:14.000Z
"3/3/2026, 3:18:14 PM",3.609,57.9,96.7,0,2026-03-03T20:18:14.000Z
"3/3/2026, 3:21:14 PM",3.61,58.1,96.8,0,2026-03-03T20:21:14.000Z
"3/3/2026, 3:24:14 PM",3.61,58.1,96.8,0,2026-03-03T20:24:14.000Z
"3/3/2026, 3:27:14 PM",3.61,58.1,96.8,0,2026-03-03T20:27:14.000Z
"3/3/2026, 3:30:14 PM",3.61,58.1,96.8,0,2026-03-03T20:30:14.000Z
"3/3/2026, 3:33:14 PM",3.61,58.1,96.8,0,2026-03-03T20:33:14.000Z
"3/3/2026, 3:36:14 PM",3.61,58.1,96.8,0,2026-03-03T20:36:14.000Z
"3/3/2026, 3:39:14 PM",3.61,58.1,96.8,0,2026-03-03T20:39:14.000Z
"3/3/2026, 3:42:14 PM",3.61,58.1,96.8,0,2026-03-03T20:42:14.000Z
"3/3/2026, 3:45:14 PM",3.61,58.1,96.8,0,2026-03-03T20:45:14.000Z
"3/3/2026, 3:48:14 PM",3.61,58.1,96.8,0,2026-03-03T20:48:14.000Z
"3/3/2026, 3:51:14 PM",3.61,58.1,96.8,0,2026-03-03T20:51:14.000Z
"3/3/2026, 3:54:14 PM",3.61,58.1,96.8,0,2026-03-03T20:54:14.000Z
"3/3/2026, 3:57:14 PM",3.61,58.3,96.8,0,2026-03-03T20:57:14.000Z
"3/3/2026, 4:00:14 PM",3.61,58.3,96.9,0,2026-03-03T21:00:14.000Z
"3/3/2026, 4:03:14 PM",3.61,58.3,96.9,0,2026-03-03T21:03:14.000Z
"3/3/2026, 4:06:14 PM",3.61,58.3,96.9,0,2026-03-03T21:06:14.000Z
"3/3/2026, 4:09:14 PM",3.61,58.5,96.9,0,2026-03-03T21:09:14.000Z
"3/3/2026, 4:12:14 PM",3.61,58.5,96.9,0,2026-03-03T21:12:14.000Z
"3/3/2026, 4:15:14 PM",3.61,58.6,96.9,0,2026-03-03T21:15:14.000Z
"3/3/2026, 4:18:14 PM",3.61,58.6,96.9,0,2026-03-03T21:18:14.000Z
"3/3/2026, 4:21:14 PM",3.61,58.6,97,0,2026-03-03T21:21:14.000Z
"3/3/2026, 4:24:14 PM",3.611,58.6,97,0,2026-03-03T21:24:14.000Z
"3/3/2026, 4:27:14 PM",3.61,58.8,97,0,2026-03-03T21:27:14.000Z
"3/3/2026, 4:30:14 PM",3.61,58.8,97,0,2026-03-03T21:30:14.000Z
"3/3/2026, 4:33:14 PM",3.61,58.8,97,0,2026-03-03T21:33:14.000Z
"3/3/2026, 4:36:14 PM",3.61,58.8,97,0,2026-03-03T21:36:14.000Z
"3/3/2026, 4:39:14 PM",3.61,59,97,0,2026-03-03T21:39:14.000Z
"3/3/2026, 4:42:14 PM",3.61,59,97,0,2026-03-03T21:42:14.000Z
"3/3/2026, 4:45:14 PM",3.61,59,97,0,2026-03-03T21:45:14.000Z
"3/3/2026, 4:48:14 PM",3.61,59.2,97,0,2026-03-03T21:48:14.000Z
"3/3/2026, 4:51:14 PM",3.611,59.2,97,0,2026-03-03T21:51:14.000Z
"3/3/2026, 4:54:14 PM",3.61,59.4,97.1,0,2026-03-03T21:54:14.000Z
"3/3/2026, 4:57:14 PM",3.61,59.4,97.1,0,2026-03-03T21:57:14.000Z
"3/3/2026, 5:00:14 PM",3.61,59.4,97.1,0,2026-03-03T22:00:14.000Z
"3/3/2026, 5:03:14 PM",3.611,59.5,97.1,0,2026-03-03T22:03:14.000Z
"3/3/2026, 5:06:14 PM",3.61,59.5,97.1,0,2026-03-03T22:06:14.000Z
"3/3/2026, 5:09:14 PM",3.611,59.5,97.1,0,2026-03-03T22:09:14.000Z
"3/3/2026, 5:12:14 PM",3.61,59.7,97.1,0,2026-03-03T22:12:14.000Z
"3/3/2026, 5:15:14 PM",3.61,59.7,97.1,0,2026-03-03T22:15:14.000Z
"3/3/2026, 5:18:14 PM",3.61,59.9,97.1,0,2026-03-03T22:18:14.000Z
"3/3/2026, 5:21:14 PM",3.611,59.9,97.1,0,2026-03-03T22:21:14.000Z
"3/3/2026, 5:24:14 PM",3.611,59.9,97.1,0,2026-03-03T22:24:14.000Z
"3/3/2026, 5:27:14 PM",3.61,59.9,97.2,0,2026-03-03T22:27:14.000Z
"3/3/2026, 5:30:14 PM",3.611,60.1,97.2,0,2026-03-03T22:30:14.000Z
"3/3/2026, 5:33:14 PM",3.611,60.1,97.2,0,2026-03-03T22:33:14.000Z
"3/3/2026, 5:36:14 PM",3.611,60.1,97.2,0,2026-03-03T22:36:14.000Z
"3/3/2026, 5:39:14 PM",3.611,60.1,97.2,0,2026-03-03T22:39:14.000Z
"3/3/2026, 5:42:14 PM",3.611,60.1,97.2,0,2026-03-03T22:42:14.000Z
"3/3/2026, 5:45:14 PM",3.611,60.1,97.2,0,2026-03-03T22:45:14.000Z
"3/3/2026, 5:48:14 PM",3.611,60.1,97.2,0,2026-03-03T22:48:14.000Z
"3/3/2026, 5:51:14 PM",3.611,60.1,97.2,0,2026-03-03T22:51:14.000Z
"3/3/2026, 5:54:14 PM",3.611,60.1,97.3,0,2026-03-03T22:54:14.000Z
"3/3/2026, 5:57:14 PM",3.611,60.1,97.3,0,2026-03-03T22:57:14.000Z
"3/3/2026, 6:00:14 PM",3.611,59.9,97.2,0,2026-03-03T23:00:14.000Z
"3/3/2026, 6:03:14 PM",3.611,60.1,97.3,0,2026-03-03T23:03:14.000Z
"3/3/2026, 6:06:14 PM",3.611,60.1,97.3,0,2026-03-03T23:06:14.000Z
"3/3/2026, 6:09:14 PM",3.612,59.9,97.3,0,2026-03-03T23:09:14.000Z
"3/3/2026, 6:12:14 PM",3.611,59.9,97.3,0,2026-03-03T23:12:14.000Z
"3/3/2026, 6:15:14 PM",3.611,59.9,97.3,0,2026-03-03T23:15:14.000Z
"3/3/2026, 6:18:14 PM",3.611,59.9,97.3,0,2026-03-03T23:18:14.000Z
"3/3/2026, 6:21:14 PM",3.611,59.9,97.3,0,2026-03-03T23:21:14.000Z
"3/3/2026, 6:24:14 PM",3.611,59.9,97.4,0,2026-03-03T23:24:14.000Z
"3/3/2026, 6:27:14 PM",3.611,59.9,97.4,0,2026-03-03T23:27:14.000Z
"3/3/2026, 6:30:14 PM",3.611,59.9,97.4,0,2026-03-03T23:30:14.000Z
"3/3/2026, 6:33:14 PM",3.611,59.7,97.4,0,2026-03-03T23:33:14.000Z
"3/3/2026, 6:36:14 PM",3.611,59.7,97.4,0,2026-03-03T23:36:14.000Z
"3/3/2026, 6:39:14 PM",3.611,59.7,97.5,0,2026-03-03T23:39:14.000Z
"3/3/2026, 6:42:14 PM",3.611,59.7,97.5,0,2026-03-03T23:42:14.000Z
"3/3/2026, 6:45:14 PM",3.611,59.7,97.5,0,2026-03-03T23:45:14.000Z
"3/3/2026, 6:48:14 PM",3.611,59.7,97.5,0,2026-03-03T23:48:14.000Z
"3/3/2026, 6:51:14 PM",3.611,59.7,97.5,0,2026-03-03T23:51:14.000Z
"3/3/2026, 6:54:14 PM",3.612,59.5,97.5,0,2026-03-03T23:54:14.000Z
"3/3/2026, 6:57:14 PM",3.611,59.5,97.5,0,2026-03-03T23:57:14.000Z
"3/3/2026, 7:00:14 PM",3.611,59.5,97.5,0,2026-03-04T00:00:14.000Z
"3/3/2026, 7:03:14 PM",3.611,59.5,97.5,0,2026-03-04T00:03:14.000Z
"3/3/2026, 7:06:14 PM",3.611,59.5,97.6,0,2026-03-04T00:06:14.000Z
"3/3/2026, 7:09:14 PM",3.611,59.4,97.6,0,2026-03-04T00:09:14.000Z
"3/3/2026, 7:12:14 PM",3.611,59.4,97.6,0,2026-03-04T00:12:14.000Z
"3/3/2026, 7:15:14 PM",3.611,59.4,97.6,0,2026-03-04T00:15:14.000Z
"3/3/2026, 7:18:14 PM",3.611,59.4,97.6,0,2026-03-04T00:18:14.000Z
"3/3/2026, 7:21:14 PM",3.61,59.4,97.6,0,2026-03-04T00:21:14.000Z
"3/3/2026, 7:24:14 PM",3.611,59.4,97.6,0,2026-03-04T00:24:14.000Z
"3/3/2026, 7:27:14 PM",3.61,59.4,97.7,0,2026-03-04T00:27:14.000Z
"3/3/2026, 7:30:14 PM",3.611,59.4,97.7,0,2026-03-04T00:30:14.000Z
"3/3/2026, 7:33:14 PM",3.611,59.4,97.7,0,2026-03-04T00:33:14.000Z
"3/3/2026, 7:36:14 PM",3.611,59.4,97.7,0,2026-03-04T00:36:14.000Z
"3/3/2026, 7:39:14 PM",3.611,59.4,97.7,0,2026-03-04T00:39:14.000Z
"3/3/2026, 7:42:14 PM",3.61,59.2,97.7,0,2026-03-04T00:42:14.000Z
"3/3/2026, 7:45:14 PM",3.611,59.2,97.7,0,2026-03-04T00:45:14.000Z
"3/3/2026, 7:48:14 PM",3.611,59.2,97.7,0,2026-03-04T00:48:14.000Z
"3/3/2026, 7:51:14 PM",3.61,59,97.8,0,2026-03-04T00:51:14.000Z
"3/3/2026, 7:54:14 PM",3.61,59,97.8,0,2026-03-04T00:54:14.000Z
"3/3/2026, 7:57:14 PM",3.611,59,97.8,0,2026-03-04T00:57:14.000Z
"3/3/2026, 8:00:14 PM",3.611,59,97.8,0,2026-03-04T01:00:14.000Z
"3/3/2026, 8:03:14 PM",3.611,59,97.8,0,2026-03-04T01:03:14.000Z
"3/3/2026, 8:06:14 PM",3.61,59,97.8,0,2026-03-04T01:06:14.000Z
"3/3/2026, 8:09:14 PM",3.61,59,97.8,0,2026-03-04T01:09:14.000Z
"3/3/2026, 8:12:14 PM",3.61,59,97.8,0,2026-03-04T01:12:14.000Z
"3/3/2026, 8:15:14 PM",3.61,59,97.8,0,2026-03-04T01:15:14.000Z
"3/3/2026, 8:18:14 PM",3.61,59,97.8,0,2026-03-04T01:18:14.000Z
"3/3/2026, 8:21:14 PM",3.61,59,97.8,0,2026-03-04T01:21:14.000Z
"3/3/2026, 8:24:14 PM",3.61,59,97.9,0,2026-03-04T01:24:14.000Z
"3/3/2026, 8:27:14 PM",3.61,59,97.9,0,2026-03-04T01:27:14.000Z
"3/3/2026, 8:30:14 PM",3.61,58.8,97.9,0,2026-03-04T01:30:14.000Z
"3/3/2026, 8:33:14 PM",3.61,58.8,97.9,0,2026-03-04T01:33:14.000Z
"3/3/2026, 8:36:14 PM",3.61,58.8,97.9,0,2026-03-04T01:36:14.000Z
"3/3/2026, 8:39:14 PM",3.61,58.8,97.9,0,2026-03-04T01:39:14.000Z
"3/3/2026, 8:42:14 PM",3.61,58.6,97.9,0,2026-03-04T01:42:14.000Z
"3/3/2026, 8:45:14 PM",3.61,58.6,97.9,0,2026-03-04T01:45:14.000Z
"3/3/2026, 8:48:14 PM",3.61,58.6,97.9,0,2026-03-04T01:48:14.000Z
"3/3/2026, 8:51:14 PM",3.61,58.5,97.9,0,2026-03-04T01:51:14.000Z
"3/3/2026, 8:54:14 PM",3.61,58.5,98,0,2026-03-04T01:54:14.000Z
"3/3/2026, 8:57:14 PM",3.61,58.5,98,0,2026-03-04T01:57:14.000Z
"3/3/2026, 9:00:14 PM",3.61,58.3,97.9,0,2026-03-04T02:00:14.000Z
"3/3/2026, 9:03:14 PM",3.61,58.3,98,0,2026-03-04T02:03:14.000Z
"3/3/2026, 9:06:14 PM",3.61,58.3,98,0,2026-03-04T02:06:14.000Z
"3/3/2026, 9:09:14 PM",3.61,58.3,98,0,2026-03-04T02:09:14.000Z
"3/3/2026, 9:12:14 PM",3.61,58.1,98,0,2026-03-04T02:12:14.000Z
"3/3/2026, 9:15:14 PM",3.61,58.1,98,0,2026-03-04T02:15:14.000Z
"3/3/2026, 9:18:14 PM",3.61,58.1,98,0,2026-03-04T02:18:14.000Z
"3/3/2026, 9:21:14 PM",3.61,57.9,98,0,2026-03-04T02:21:14.000Z
"3/3/2026, 9:24:14 PM",3.61,57.9,98,0,2026-03-04T02:24:14.000Z
"3/3/2026, 9:27:14 PM",3.61,57.9,98,0,2026-03-04T02:27:14.000Z
"3/3/2026, 9:30:14 PM",3.61,57.9,98,0,2026-03-04T02:30:14.000Z
"3/3/2026, 9:33:14 PM",3.61,57.9,98,0,2026-03-04T02:33:14.000Z
"3/3/2026, 9:36:14 PM",3.61,57.9,98.1,0,2026-03-04T02:36:14.000Z
"3/3/2026, 9:39:14 PM",3.609,57.9,98.1,0,2026-03-04T02:39:14.000Z
"3/3/2026, 9:42:14 PM",3.61,57.9,98.1,0,2026-03-04T02:42:14.000Z
"3/3/2026, 9:45:14 PM",3.61,57.9,98.1,0,2026-03-04T02:45:14.000Z
"3/3/2026, 9:48:14 PM",3.61,58.1,98.1,0,2026-03-04T02:48:14.000Z
"3/3/2026, 9:51:14 PM",3.61,57.9,98.1,0,2026-03-04T02:51:14.000Z
"3/3/2026, 9:54:14 PM",3.61,57.9,98.1,0,2026-03-04T02:54:14.000Z
"3/3/2026, 9:57:14 PM",3.61,57.7,98.1,0,2026-03-04T02:57:14.000Z
"3/3/2026, 10:00:14 PM",3.61,57.7,98.2,0,2026-03-04T03:00:14.000Z
"3/3/2026, 10:03:14 PM",3.61,57.7,98.1,0,2026-03-04T03:03:14.000Z
"3/3/2026, 10:06:14 PM",3.61,57.7,98.1,0,2026-03-04T03:06:14.000Z
"3/3/2026, 10:09:14 PM",3.609,57.6,98.1,0,2026-03-04T03:09:14.000Z
"3/3/2026, 10:12:14 PM",3.61,57.6,98.1,0,2026-03-04T03:12:14.000Z
"3/3/2026, 10:15:14 PM",3.609,57.6,98.2,0,2026-03-04T03:15:14.000Z
"3/3/2026, 10:18:14 PM",3.61,57.6,98.2,0,2026-03-04T03:18:14.000Z
"3/3/2026, 10:21:14 PM",3.609,57.4,98.2,0,2026-03-04T03:21:14.000Z
"3/3/2026, 10:24:14 PM",3.609,57.4,98.2,0,2026-03-04T03:24:14.000Z
"3/3/2026, 10:27:14 PM",3.609,57.4,98.2,0,2026-03-04T03:27:14.000Z
"3/3/2026, 10:30:14 PM",3.609,57.4,98.2,0,2026-03-04T03:30:14.000Z
"3/3/2026, 10:33:14 PM",3.61,57.4,98.2,0,2026-03-04T03:33:14.000Z
"3/3/2026, 10:36:14 PM",3.61,57.4,98.2,0,2026-03-04T03:36:14.000Z
"3/3/2026, 10:39:14 PM",3.61,57.4,98.2,0,2026-03-04T03:39:14.000Z
"3/3/2026, 10:42:14 PM",3.609,57.4,98.2,0,2026-03-04T03:42:14.000Z
"3/3/2026, 10:45:14 PM",3.61,57.4,98.2,0,2026-03-04T03:45:14.000Z
"3/3/2026, 10:48:14 PM",3.609,57.4,98.3,0,2026-03-04T03:48:14.000Z
"3/3/2026, 10:51:14 PM",3.61,57.4,98.3,0,2026-03-04T03:51:14.000Z
"3/3/2026, 10:54:14 PM",3.609,57.2,98.3,0,2026-03-04T03:54:14.000Z
"3/3/2026, 10:57:14 PM",3.61,57.2,98.3,0,2026-03-04T03:57:14.000Z
"3/3/2026, 11:00:14 PM",3.61,57.2,98.3,0,2026-03-04T04:00:14.000Z
"3/3/2026, 11:03:14 PM",3.61,57.4,98.3,0,2026-03-04T04:03:14.000Z
"3/3/2026, 11:06:14 PM",3.609,57.4,98.3,0,2026-03-04T04:06:14.000Z
"3/3/2026, 11:09:14 PM",3.61,57.4,98.3,0,2026-03-04T04:09:14.000Z
"3/3/2026, 11:12:14 PM",3.609,57.2,98.4,0,2026-03-04T04:12:14.000Z
"3/3/2026, 11:15:14 PM",3.609,57.2,98.4,0,2026-03-04T04:15:14.000Z
"3/3/2026, 11:18:14 PM",3.609,57.2,98.4,0,2026-03-04T04:18:14.000Z
"3/3/2026, 11:21:14 PM",3.609,57,98.3,0,2026-03-04T04:21:14.000Z
"3/3/2026, 11:24:14 PM",3.609,56.8,98.4,0,2026-03-04T04:24:14.000Z
"3/3/2026, 11:27:14 PM",3.609,56.7,98.4,0,2026-03-04T04:27:14.000Z
"3/3/2026, 11:30:14 PM",3.609,56.5,98.4,0,2026-03-04T04:30:14.000Z
"3/3/2026, 11:33:14 PM",3.609,56.3,98.3,0,2026-03-04T04:33:14.000Z
"3/3/2026, 11:36:14 PM",3.609,56.3,98.4,0,2026-03-04T04:36:14.000Z
"3/3/2026, 11:39:14 PM",3.609,56.1,98.4,0,2026-03-04T04:39:14.000Z
"3/3/2026, 11:42:14 PM",3.609,56.1,98.4,0,2026-03-04T04:42:14.000Z
"3/3/2026, 11:45:14 PM",3.609,56.1,98.4,0,2026-03-04T04:45:14.000Z
"3/3/2026, 11:48:14 PM",3.609,56.1,98.4,0,2026-03-04T04:48:14.000Z
"3/3/2026, 11:51:14 PM",3.609,56.1,98.4,0,2026-03-04T04:51:14.000Z
"3/3/2026, 11:54:14 PM",3.609,56.1,98.4,0,2026-03-04T04:54:14.000Z
"3/3/2026, 11:57:14 PM",3.609,55.9,98.5,0,2026-03-04T04:57:14.000Z
"3/4/2026, 12:00:14 AM",3.609,55.9,98.5,0,2026-03-04T05:00:14.000Z
"3/4/2026, 12:03:14 AM",3.609,55.9,98.5,0,2026-03-04T05:03:14.000Z
"3/4/2026, 12:06:14 AM",3.608,55.9,98.5,0,2026-03-04T05:06:14.000Z
"3/4/2026, 12:09:14 AM",3.608,55.9,98.5,0,2026-03-04T05:09:14.000Z
"3/4/2026, 12:12:14 AM",3.608,56.1,98.5,0,2026-03-04T05:12:14.000Z
"3/4/2026, 12:15:14 AM",3.608,56.1,98.5,0,2026-03-04T05:15:14.000Z
"3/4/2026, 12:18:14 AM",3.609,56.3,98.6,0,2026-03-04T05:18:14.000Z
"3/4/2026, 12:21:14 AM",3.608,56.3,98.6,0,2026-03-04T05:21:14.000Z
"3/4/2026, 12:24:14 AM",3.609,56.5,98.6,0,2026-03-04T05:24:14.000Z
"3/4/2026, 12:27:14 AM",3.608,56.5,98.6,0,2026-03-04T05:27:14.000Z
"3/4/2026, 12:30:14 AM",3.609,56.7,98.6,0,2026-03-04T05:30:14.000Z
"3/4/2026, 12:33:14 AM",3.608,56.7,98.6,0,2026-03-04T05:33:14.000Z
"3/4/2026, 12:36:14 AM",3.609,56.8,98.6,0,2026-03-04T05:36:14.000Z
"3/4/2026, 12:39:14 AM",3.608,57,98.6,0,2026-03-04T05:39:14.000Z
"3/4/2026, 12:42:14 AM",3.608,57,98.6,0,2026-03-04T05:42:14.000Z
"3/4/2026, 12:45:14 AM",3.609,57.2,98.6,0,2026-03-04T05:45:14.000Z
"3/4/2026, 12:48:14 AM",3.609,57.2,98.6,0,2026-03-04T05:48:14.000Z
"3/4/2026, 12:51:14 AM",3.609,57.4,98.6,0,2026-03-04T05:51:14.000Z
"3/4/2026, 12:54:14 AM",3.609,57.4,98.6,0,2026-03-04T05:54:14.000Z
"3/4/2026, 12:57:14 AM",3.609,57.4,98.6,0,2026-03-04T05:57:14.000Z
"3/4/2026, 1:00:14 AM",3.609,57.4,98.7,0,2026-03-04T06:00:14.000Z
"3/4/2026, 1:03:14 AM",3.609,57.6,98.7,0,2026-03-04T06:03:14.000Z
"3/4/2026, 1:06:14 AM",3.609,57.6,98.7,0,2026-03-04T06:06:14.000Z
"3/4/2026, 1:09:14 AM",3.609,57.6,98.7,0,2026-03-04T06:09:14.000Z
"3/4/2026, 1:12:14 AM",3.609,57.6,98.7,0,2026-03-04T06:12:14.000Z
"3/4/2026, 1:15:14 AM",3.609,57.7,98.7,0,2026-03-04T06:15:14.000Z
"3/4/2026, 1:18:14 AM",3.609,57.7,98.7,0,2026-03-04T06:18:14.000Z
"3/4/2026, 1:21:14 AM",3.609,57.7,98.7,0,2026-03-04T06:21:14.000Z
"3/4/2026, 1:24:14 AM",3.609,57.7,98.7,0,2026-03-04T06:24:14.000Z
"3/4/2026, 1:27:14 AM",3.609,57.9,98.7,0,2026-03-04T06:27:14.000Z
"3/4/2026, 1:30:14 AM",3.608,57.9,98.7,0,2026-03-04T06:30:14.000Z
"3/4/2026, 1:33:14 AM",3.609,57.9,98.7,0,2026-03-04T06:33:14.000Z
"3/4/2026, 1:36:14 AM",3.609,57.9,98.7,0,2026-03-04T06:36:14.000Z
"3/4/2026, 1:39:14 AM",3.609,57.9,98.7,0,2026-03-04T06:39:14.000Z
"3/4/2026, 1:42:14 AM",3.609,57.9,98.7,0,2026-03-04T06:42:14.000Z
"3/4/2026, 1:45:14 AM",3.609,58.1,98.7,0,2026-03-04T06:45:14.000Z
"3/4/2026, 1:48:14 AM",3.609,58.1,98.7,0,2026-03-04T06:48:14.000Z
"3/4/2026, 1:51:14 AM",3.609,58.1,98.7,0,2026-03-04T06:51:14.000Z
"3/4/2026, 1:54:14 AM",3.61,58.1,98.7,0,2026-03-04T06:54:14.000Z
"3/4/2026, 1:57:14 AM",3.609,58.1,98.8,0,2026-03-04T06:57:14.000Z
"3/4/2026, 2:00:14 AM",3.609,58.1,98.8,0,2026-03-04T07:00:14.000Z
"3/4/2026, 2:03:14 AM",3.609,58.1,98.8,0,2026-03-04T07:03:14.000Z
"3/4/2026, 2:06:14 AM",3.609,58.1,98.8,0,2026-03-04T07:06:14.000Z
"3/4/2026, 2:09:14 AM",3.609,58.1,98.8,0,2026-03-04T07:09:14.000Z
"3/4/2026, 2:12:14 AM",3.609,58.1,98.8,0,2026-03-04T07:12:14.000Z
"3/4/2026, 2:15:14 AM",3.609,58.3,98.8,0,2026-03-04T07:15:14.000Z
"3/4/2026, 2:18:14 AM",3.609,58.3,98.8,0,2026-03-04T07:18:14.000Z
"3/4/2026, 2:21:14 AM",3.609,58.3,98.8,0,2026-03-04T07:21:14.000Z
"3/4/2026, 2:24:14 AM",3.61,58.5,98.8,0,2026-03-04T07:24:14.000Z
"3/4/2026, 2:27:14 AM",3.609,58.5,98.8,0,2026-03-04T07:27:14.000Z
"3/4/2026, 2:30:14 AM",3.609,58.5,98.8,0,2026-03-04T07:30:14.000Z
"3/4/2026, 2:33:14 AM",3.609,58.3,98.8,0,2026-03-04T07:33:14.000Z
"3/4/2026, 2:36:14 AM",3.609,58.3,98.8,0,2026-03-04T07:36:14.000Z
"3/4/2026, 2:39:14 AM",3.609,58.3,98.8,0,2026-03-04T07:39:14.000Z
"3/4/2026, 2:42:14 AM",3.609,58.3,98.8,0,2026-03-04T07:42:14.000Z
"3/4/2026, 2:45:14 AM",3.61,58.3,98.8,0,2026-03-04T07:45:14.000Z
"3/4/2026, 2:48:14 AM",3.609,58.5,98.8,0,2026-03-04T07:48:14.000Z
"3/4/2026, 2:51:14 AM",3.609,58.5,98.9,0,2026-03-04T07:51:14.000Z
"3/4/2026, 2:54:14 AM",3.61,58.5,98.9,0,2026-03-04T07:54:14.000Z
"3/4/2026, 2:57:14 AM",3.61,58.3,98.8,0,2026-03-04T07:57:14.000Z
"3/4/2026, 3:00:14 AM",3.609,58.3,98.8,0,2026-03-04T08:00:14.000Z
"3/4/2026, 3:03:14 AM",3.609,58.3,98.8,0,2026-03-04T08:03:14.000Z
"3/4/2026, 3:06:14 AM",3.609,58.3,98.8,0,2026-03-04T08:06:14.000Z
"3/4/2026, 3:09:14 AM",3.609,58.3,98.8,0,2026-03-04T08:09:14.000Z
"3/4/2026, 3:12:14 AM",3.609,58.3,98.9,0,2026-03-04T08:12:14.000Z
"3/4/2026, 3:15:14 AM",3.609,58.3,98.9,0,2026-03-04T08:15:14.000Z
"3/4/2026, 3:18:14 AM",3.609,58.3,98.9,0,2026-03-04T08:18:14.000Z
"3/4/2026, 3:21:14 AM",3.609,58.3,98.9,0,2026-03-04T08:21:14.000Z
"3/4/2026, 3:24:14 AM",3.61,58.5,98.9,0,2026-03-04T08:24:14.000Z
"3/4/2026, 3:27:14 AM",3.61,58.5,98.9,0,2026-03-04T08:27:14.000Z
"3/4/2026, 3:30:14 AM",3.61,58.5,99,0,2026-03-04T08:30:14.000Z
"3/4/2026, 3:33:14 AM",3.609,58.5,99,0,2026-03-04T08:33:14.000Z
"3/4/2026, 3:36:14 AM",3.609,58.6,99,0,2026-03-04T08:36:14.000Z
"3/4/2026, 3:39:14 AM",3.609,58.6,99,0,2026-03-04T08:39:14.000Z
"3/4/2026, 3:42:14 AM",3.609,58.6,99,0,2026-03-04T08:42:14.000Z
"3/4/2026, 3:45:14 AM",3.61,58.6,99,0,2026-03-04T08:45:14.000Z
"3/4/2026, 3:48:14 AM",3.609,58.6,99,0,2026-03-04T08:48:14.000Z
"3/4/2026, 3:51:14 AM",3.61,58.6,99,0,2026-03-04T08:51:14.000Z
"3/4/2026, 3:54:14 AM",3.61,58.5,99,0,2026-03-04T08:54:14.000Z
"3/4/2026, 3:57:14 AM",3.609,58.5,99,0,2026-03-04T08:57:14.000Z
"3/4/2026, 4:00:14 AM",3.61,58.5,99,0,2026-03-04T09:00:14.000Z
